Name,Email,Year,Gender,Ethnicity,Major,Courses
Gary Anderson,garyanderson@stanford.edu,2021,male,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 267', 'CS 275A', 'CS 309', 'CS 801']"
Roy Kreisher,roykreisher@stanford.edu,2021,male,Other,Electrical Engineering,"['EE 101B', 'EE 17N', 'EE 191W', 'EE 203', 'EE 213', 'EE 225', 'EE 251', 'EE 359']"
Cecil Layton,cecillayton@stanford.edu,2020,male,White,Computer Science,"['CS 103', 'CS 106A', 'CS 106S', 'CS 109', 'CS 161', 'CS 329', 'CS 499', 'CS 83']"
Christopher Thompson,christopherthompson@stanford.edu,2019,male,White,Bioengineering,"['BIOE 201C', 'BIOE 210', 'BIOE 284B', 'BIOE 301D', 'BIOE 333', 'BIOE 337', 'BIOE 374B', 'BIOE 459']"
Emily Shaefer,emilyshaefer@stanford.edu,2019,female,White,Electrical Engineering,"['EE 214B', 'EE 222', 'EE 228', 'EE 234', 'EE 236B', 'EE 271', 'EE 320', 'EE 373A']"
Richard Williams,richardwilliams@stanford.edu,2019,male,Asian,Computer Science,"['CS 103', 'CS 105', 'CS 106A', 'CS 106A', 'CS 161', 'CS 333', 'CS 802', 'CS 107']"
Pricilla Moore,pricillamoore@stanford.edu,2020,female,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 110', 'CS 161', 'CS 272', 'CS 499', 'CS 106B', 'CS 107']"
Lillie Welch,lilliewelch@stanford.edu,2018,female,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 168', 'CS 340', 'CS 106B', 'CS 107']"
Rita Currie,ritacurrie@stanford.edu,2021,female,White,Aeronautics and Astronautics,"['AA 199', 'AA 215B', 'AA 236A', 'AA 241X', 'AA 242A', 'AA 271A', 'AA 272D', 'AA 279B']"
Nicole Burke,nicoleburke@stanford.edu,2021,female,White,Aeronautics and Astronautics,"['AA 119N', 'AA 141', 'AA 199', 'AA 201B', 'AA 240B', 'AA 280', 'AA 294', 'AA 47SI']"
Gertrude Grace,gertrudegrace@stanford.edu,2020,female,White,Aeronautics and Astronautics,"['AA 100', 'AA 121Q', 'AA 200', 'AA 212', 'AA 236C', 'AA 272C', 'AA 274', 'AA 283']"
James Holman,jamesholman@stanford.edu,2018,male,White,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 155', 'CS 161', 'CS 328', 'CS 106B', 'CS 107']"
Manuel Inciong,manuelinciong@stanford.edu,2019,male,American Indian or Alaskan Native,Chemical Engineering,"['CHEMENG 162', 'CHEMENG 25E', 'CHEMENG 262', 'CHEMENG 355', 'CHEMENG 432', 'CHEMENG 469', 'CHEMENG 515', 'CHEMENG 699']"
Donald Helmy,donaldhelmy@stanford.edu,2018,male,Black or African American,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 359', 'CS 51', 'CS 106B', 'CS 107']"
Kenneth Churchwell,kennethchurchwell@stanford.edu,2018,male,American Indian or Alaskan Native,Electrical Engineering,"['EE 142', 'EE 14N', 'EE 203', 'EE 205', 'EE 308', 'EE 314B', 'EE 323', 'EE 469B']"
Timothy Eagan,timothyeagan@stanford.edu,2018,male,White,Civil and Environmental Engineering,"['CEE 10B', 'CEE 141A', 'CEE 161I', 'CEE 175Q', 'CEE 271M', 'CEE 272', 'CEE 299', 'CEE 325']"
Marcelino Pomeranz,marcelinopomeranz@stanford.edu,2021,male,White,Computer Science,"['CS 103', 'CS 103', 'CS 106A', 'CS 109', 'CS 144', 'CS 161', 'CS 208E', 'CS 96SI']"
Kevin Krauss,kevinkrauss@stanford.edu,2019,male,American Indian or Alaskan Native,Aeronautics and Astronautics,"['AA 208', 'AA 214C', 'AA 240A', 'AA 244A', 'AA 248E', 'AA 280', 'AA 284A', 'AA 802']"
Janice Sherwin,janicesherwin@stanford.edu,2021,female,White,Electrical Engineering,"['EE 102B', 'EE 104', 'EE 108', 'EE 278', 'EE 290F', 'EE 356A', 'EE 369B', 'EE 369C']"
Clyde Slowik,clydeslowik@stanford.edu,2019,male,American Indian or Alaskan Native,Bioengineering,"['BIOE 101', 'BIOE 123', 'BIOE 140', 'BIOE 236', 'BIOE 238', 'BIOE 260', 'BIOE 291', 'BIOE 311']"
Norman Tiller,normantiller@stanford.edu,2021,male,Other,Bioengineering,"['BIOE 103', 'BIOE 224', 'BIOE 260', 'BIOE 279', 'BIOE 301C', 'BIOE 450', 'BIOE 454', 'BIOE 459']"
Frances Morrison,francesmorrison@stanford.edu,2021,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 105', 'CS 106A', 'CS 109', 'CS 161', 'CS 309', 'CS 45N', 'CS 107']"
Cristina Colon,cristinacolon@stanford.edu,2020,female,White,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 183F', 'CS 223A', 'CS 106B', 'CS 107']"
Mary Cobbs,marycobbs@stanford.edu,2021,female,Native Hawaiian or Pacific Islander,Materials Science and Engineering,"['MATSCI 156', 'MATSCI 164', 'MATSCI 198', 'MATSCI 311', 'MATSCI 316', 'MATSCI 331', 'MATSCI 358', 'MATSCI 380']"
Joanne Gilman,joannegilman@stanford.edu,2021,female,Asian,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 146', 'CS 233', 'CS 9', 'CS 106B', 'CS 107']"
Floyd Stiefel,floydstiefel@stanford.edu,2019,male,Other,Chemical Engineering,"['CHEMENG 142', 'CHEMENG 162', 'CHEMENG 196', 'CHEMENG 456', 'CHEMENG 462', 'CHEMENG 470', 'CHEMENG 523', 'CHEMENG 90Q']"
Peter Gilmore,petergilmore@stanford.edu,2021,male,American Indian or Alaskan Native,Bioengineering,"['BIOE 214', 'BIOE 215', 'BIOE 256', 'BIOE 300A', 'BIOE 335', 'BIOE 374B', 'BIOE 51', 'BIOE 80']"
Paul Gonzalez,paulgonzalez@stanford.edu,2020,male,Asian,Chemical Engineering,"['CHEMENG 10', 'CHEMENG 120A', 'CHEMENG 185B', 'CHEMENG 242', 'CHEMENG 345', 'CHEMENG 470', 'CHEMENG 500', 'CHEMENG 503']"
Lois Brewer,loisbrewer@stanford.edu,2018,female,White,Materials Science and Engineering,"['MATSCI 158', 'MATSCI 159Q', 'MATSCI 171', 'MATSCI 190', 'MATSCI 196', 'MATSCI 300', 'MATSCI 320', 'MATSCI 801']"
Charles Appell,charlesappell@stanford.edu,2018,male,Native Hawaiian or Pacific Islander,Electrical Engineering,"['EE 102A', 'EE 142', 'EE 290D', 'EE 292C', 'EE 311', 'EE 373A', 'EE 376A', 'EE 382A']"
Kim Nedd,kimnedd@stanford.edu,2021,male,Black or African American,Chemical Engineering,"['CHEMENG 162', 'CHEMENG 31N', 'CHEMENG 451', 'CHEMENG 456', 'CHEMENG 469', 'CHEMENG 500', 'CHEMENG 515', 'CHEMENG 522']"
Ruth Fretwell,ruthfretwell@stanford.edu,2018,female,Black or African American,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 205A', 'CS 232', 'CS 269G', 'CS 328']"
Sparkle Desrosier,sparkledesrosier@stanford.edu,2021,female,White,Materials Science and Engineering,"['MATSCI 100', 'MATSCI 142', 'MATSCI 159Q', 'MATSCI 175', 'MATSCI 202', 'MATSCI 241', 'MATSCI 251', 'MATSCI 311']"
Bryan Boese,bryanboese@stanford.edu,2020,male,American Indian or Alaskan Native,Materials Science and Engineering,"['MATSCI 164', 'MATSCI 200', 'MATSCI 210', 'MATSCI 241', 'MATSCI 312', 'MATSCI 323', 'MATSCI 346', 'MATSCI 802']"
Robert Canady,robertcanady@stanford.edu,2021,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 106L', 'CS 109', 'CS 168', 'CS 251', 'CS 106B', 'CS 107']"
Sherita Hepler,sheritahepler@stanford.edu,2019,female,White,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 191', 'CS 248', 'CS 106B', 'CS 107']"
John Pearson,johnpearson@stanford.edu,2020,male,American Indian or Alaskan Native,Electrical Engineering,"['EE 142', 'EE 223', 'EE 290B', 'EE 303', 'EE 364B', 'EE 369C', 'EE 387', 'EE 390']"
Michelle Wood,michellewood@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 145', 'CS 194', 'CS 448', 'CS 106B', 'CS 107']"
Donna Smith,donnasmith@stanford.edu,2018,female,Black or African American,Aeronautics and Astronautics,"['AA 100', 'AA 115N', 'AA 201A', 'AA 214C', 'AA 236A', 'AA 241X', 'AA 274', 'AA 802']"
Tawanda Cagney,tawandacagney@stanford.edu,2019,female,Black or African American,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 198', 'CS 340', 'CS 106B', 'CS 107']"
Jose Shrader,joseshrader@stanford.edu,2019,male,White,Management Science and Engineering,"['MS&E 111', 'MS&E 140X', 'MS&E 245B', 'MS&E 256', 'MS&E 271', 'MS&E 273', 'MS&E 276', 'MS&E 278']"
Edward Garcia,edwardgarcia@stanford.edu,2018,male,Asian,Bioengineering,"['BIOE 123', 'BIOE 219', 'BIOE 311', 'BIOE 337', 'BIOE 374B', 'BIOE 450', 'BIOE 454', 'BIOE 484']"
Norman Simmons,normansimmons@stanford.edu,2021,male,Black or African American,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 221', 'CS 242', 'CS 329M', 'CS 544', 'CS 571']"
Graciela Guajardo,gracielaguajardo@stanford.edu,2019,female,White,Mechanical Engineering,"['ME 105', 'ME 115A', 'ME 185', 'ME 338B', 'ME 342', 'ME 346C', 'ME 420', 'ME 80']"
James Gaskins,jamesgaskins@stanford.edu,2018,male,American Indian or Alaskan Native,Management Science and Engineering,"['MS&E 130', 'MS&E 20', 'MS&E 223', 'MS&E 237', 'MS&E 240', 'MS&E 245A', 'MS&E 335', 'MS&E 93Q']"
Margaret Lalonde,margaretlalonde@stanford.edu,2018,female,Black or African American,Management Science and Engineering,"['MS&E 233', 'MS&E 238A', 'MS&E 246', 'MS&E 256A', 'MS&E 260', 'MS&E 294', 'MS&E 298', 'MS&E 351']"
Sandra Provino,sandraprovino@stanford.edu,2021,female,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 155', 'CS 161', 'CS 325B', 'CS 499', 'CS 106B']"
Josephine Reilly,josephinereilly@stanford.edu,2021,female,Other,Mechanical Engineering,"['ME 10N', 'ME 115C', 'ME 218B', 'ME 281', 'ME 285', 'ME 299A', 'ME 355', 'ME 500']"
Angelina Lloyd,angelinalloyd@stanford.edu,2021,female,Black or African American,Bioengineering,"['BIOE 219', 'BIOE 221', 'BIOE 227', 'BIOE 229', 'BIOE 238', 'BIOE 333', 'BIOE 334', 'BIOE 44']"
Mary Goode,marygoode@stanford.edu,2020,female,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 161', 'CS 193A', 'CS 51', 'CS 801', 'CS 106B', 'CS 107']"
Jonathan Laing,jonathanlaing@stanford.edu,2019,male,Black or African American,Management Science and Engineering,"['MS&E 202', 'MS&E 208A', 'MS&E 233', 'MS&E 271', 'MS&E 301', 'MS&E 311', 'MS&E 347', 'MS&E 472']"
Cherri Muldrow,cherrimuldrow@stanford.edu,2019,female,White,Computer Science,"['CS 103', 'CS 106A', 'CS 161', 'CS 213', 'CS 229T', 'CS 254', 'CS 106B', 'CS 107']"
Shaun Solis,shaunsolis@stanford.edu,2021,male,Asian,Aeronautics and Astronautics,"['AA 116Q', 'AA 121Q', 'AA 212', 'AA 240A', 'AA 241X', 'AA 251', 'AA 252', 'AA 279D']"
Pablo Coleman,pablocoleman@stanford.edu,2018,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 106S', 'CS 109', 'CS 161', 'CS 399P', 'CS 402', 'CS 106B']"
Carlos Harris,carlosharris@stanford.edu,2019,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 106X', 'CS 109', 'CS 193P', 'CS 224S', 'CS 106B', 'CS 107']"
Lori Myles,lorimyles@stanford.edu,2021,female,Asian,Aeronautics and Astronautics,"['AA 115N', 'AA 122N', 'AA 190', 'AA 203', 'AA 206', 'AA 241B', 'AA 283', 'AA 300']"
Judy Antone,judyantone@stanford.edu,2021,female,Other,Management Science and Engineering,"['MS&E 111', 'MS&E 175', 'MS&E 260', 'MS&E 292', 'MS&E 384', 'MS&E 472', 'MS&E 475B', 'MS&E 52']"
Marilynn Mccarthy,marilynnmccarthy@stanford.edu,2018,female,Asian,Management Science and Engineering,"['MS&E 145', 'MS&E 148', 'MS&E 181', 'MS&E 240', 'MS&E 321', 'MS&E 324', 'MS&E 330', 'MS&E 802']"
Gary Kramer,garykramer@stanford.edu,2019,male,White,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 191W', 'CS 244', 'CS 399', 'CS 106B', 'CS 107']"
Dixie Stricklin,dixiestricklin@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Civil and Environmental Engineering,"['CEE 131B', 'CEE 134B', 'CEE 162F', 'CEE 166A', 'CEE 200B', 'CEE 237B', 'CEE 242T', 'CEE 277L']"
Stacy Rhim,stacyrhim@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS 102', 'CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 341', 'CS 106B', 'CS 107']"
Ana Kite,anakite@stanford.edu,2021,female,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 265', 'CS 331B', 'CS 379C', 'CS 42', 'CS 448I']"
Sue Bell,suebell@stanford.edu,2021,female,White,Materials Science and Engineering,"['MATSCI 143', 'MATSCI 152', 'MATSCI 165', 'MATSCI 202', 'MATSCI 300', 'MATSCI 302', 'MATSCI 343', 'MATSCI 358']"
Howard Brown,howardbrown@stanford.edu,2021,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 275', 'CS 41', 'CS 106B', 'CS 107']"
Betty Gray,bettygray@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Aeronautics and Astronautics,"['AA 116Q', 'AA 121Q', 'AA 214A', 'AA 228', 'AA 236B', 'AA 252', 'AA 260', 'AA 284A']"
Jay Baker,jaybaker@stanford.edu,2020,male,White,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 191', 'CS 95SI', 'CS 106B', 'CS 107']"
Hector Martin,hectormartin@stanford.edu,2019,male,Asian,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 154', 'CS 193C', 'CS 244B', 'CS 251', 'CS 106B']"
Darren Rojas,darrenrojas@stanford.edu,2021,male,Asian,Aeronautics and Astronautics,"['AA 100', 'AA 122N', 'AA 236A', 'AA 240A', 'AA 244A', 'AA 284B', 'AA 291', 'AA 300']"
James Blount,jamesblount@stanford.edu,2018,male,White,Mechanical Engineering,"['ME 206B', 'ME 208', 'ME 228', 'ME 271E', 'ME 320', 'ME 333', 'ME 377', 'ME 381']"
William Sanders,williamsanders@stanford.edu,2021,male,Black or African American,Bioengineering,"['BIOE 103', 'BIOE 131', 'BIOE 141B', 'BIOE 196', 'BIOE 242', 'BIOE 301C', 'BIOE 32Q', 'BIOE 500']"
Emily Gellings,emilygellings@stanford.edu,2021,female,American Indian or Alaskan Native,Aeronautics and Astronautics,"['AA 214A', 'AA 215A', 'AA 240B', 'AA 274', 'AA 279B', 'AA 279C', 'AA 279D', 'AA 290']"
Christy Kubica,christykubica@stanford.edu,2019,female,Native Hawaiian or Pacific Islander,Chemical Engineering,"['CHEMENG 140', 'CHEMENG 281', 'CHEMENG 399', 'CHEMENG 420', 'CHEMENG 442', 'CHEMENG 503', 'CHEMENG 519', 'CHEMENG 522']"
Wilma Walstrum,wilmawalstrum@stanford.edu,2019,female,Black or African American,Mechanical Engineering,"['ME 110', 'ME 216A', 'ME 218D', 'ME 263', 'ME 323', 'ME 356', 'ME 364', 'ME 52SI']"
Timothy Ogilvie,timothyogilvie@stanford.edu,2020,male,Asian,Civil and Environmental Engineering,"['CEE 126Z', 'CEE 141C', 'CEE 202', 'CEE 224S', 'CEE 227', 'CEE 263S', 'CEE 273C', 'CEE 364F']"
Carlos Finley,carlosfinley@stanford.edu,2021,male,Black or African American,Electrical Engineering,"['EE 104', 'EE 142', 'EE 179', 'EE 180', 'EE 236AL', 'EE 282', 'EE 329', 'EE 388']"
Trina Bernard,trinabernard@stanford.edu,2021,female,Other,Materials Science and Engineering,"['MATSCI 142', 'MATSCI 156', 'MATSCI 162', 'MATSCI 163', 'MATSCI 172', 'MATSCI 174', 'MATSCI 190', 'MATSCI 193']"
Katelin Urbina,katelinurbina@stanford.edu,2019,female,American Indian or Alaskan Native,Civil and Environmental Engineering,"['CEE 171F', 'CEE 198', 'CEE 199', 'CEE 212C', 'CEE 279F', 'CEE 32R', 'CEE 32T', 'CEE 374M']"
Julia Dill,juliadill@stanford.edu,2019,female,Asian,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 144', 'CS 294A', 'CS 298', 'CS 375', 'CS 107']"
Veronica Anastasiades,veronicaanastasiades@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Mechanical Engineering,"['ME 222', 'ME 235', 'ME 241', 'ME 326', 'ME 411', 'ME 463', 'ME 469', 'ME 80']"
Natalie Franklin,nataliefranklin@stanford.edu,2020,female,Asian,Chemical Engineering,"['CHEMENG 185A', 'CHEMENG 25B', 'CHEMENG 454', 'CHEMENG 501', 'CHEMENG 507', 'CHEMENG 510', 'CHEMENG 518', 'CHEMENG 600']"
Timothy Sweeney,timothysweeney@stanford.edu,2020,male,Asian,Management Science and Engineering,"['MS&E 140', 'MS&E 146', 'MS&E 251', 'MS&E 277', 'MS&E 338', 'MS&E 383', 'MS&E 408', 'MS&E 472']"
Johnny Johnston,johnnyjohnston@stanford.edu,2020,male,American Indian or Alaskan Native,Civil and Environmental Engineering,"['CEE 141B', 'CEE 246B', 'CEE 246E', 'CEE 276', 'CEE 276G', 'CEE 306', 'CEE 385', 'CEE 73']"
Flora Mcdonald,floramcdonald@stanford.edu,2018,female,American Indian or Alaskan Native,Materials Science and Engineering,"['MATSCI 142', 'MATSCI 150', 'MATSCI 152', 'MATSCI 163', 'MATSCI 171', 'MATSCI 192', 'MATSCI 300', 'MATSCI 83N']"
Maria Templin,mariatemplin@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Materials Science and Engineering,"['MATSCI 145', 'MATSCI 150', 'MATSCI 163', 'MATSCI 174', 'MATSCI 193', 'MATSCI 207', 'MATSCI 208', 'MATSCI 256']"
Philip Powers,philippowers@stanford.edu,2020,male,White,Chemical Engineering,"['CHEMENG 120A', 'CHEMENG 181', 'CHEMENG 242', 'CHEMENG 283', 'CHEMENG 355', 'CHEMENG 35N', 'CHEMENG 515', 'CHEMENG 523']"
Brian Anderman,briananderman@stanford.edu,2020,male,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 108', 'CS 109', 'CS 161', 'CS 348B', 'CS 106B', 'CS 107']"
Kathleen Wheeler,kathleenwheeler@stanford.edu,2018,female,White,Materials Science and Engineering,"['MATSCI 100', 'MATSCI 143', 'MATSCI 156', 'MATSCI 190', 'MATSCI 192', 'MATSCI 196', 'MATSCI 300', 'MATSCI 381']"
Joshua Bonawitz,joshuabonawitz@stanford.edu,2018,male,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 108', 'CS 109', 'CS 194H', 'CS 231N', 'CS 251', 'CS 107']"
Joyce Phung,joycephung@stanford.edu,2020,female,Black or African American,Bioengineering,"['BIOE 213', 'BIOE 221G', 'BIOE 225', 'BIOE 227', 'BIOE 238', 'BIOE 300B', 'BIOE 36Q', 'BIOE 370']"
Barbara Starling,barbarastarling@stanford.edu,2021,female,Native Hawaiian or Pacific Islander,Mechanical Engineering,"['ME 103', 'ME 21', 'ME 232', 'ME 28SI', 'ME 344', 'ME 359B', 'ME 368A', 'ME 571']"
Robert Smith,robertsmith@stanford.edu,2019,male,Asian,Materials Science and Engineering,"['MATSCI 171', 'MATSCI 173', 'MATSCI 193', 'MATSCI 208', 'MATSCI 251', 'MATSCI 303', 'MATSCI 81N', 'MATSCI 84N']"
Robin Bogan,robinbogan@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Civil and Environmental Engineering,"['CEE 141C', 'CEE 175P', 'CEE 175S', 'CEE 183', 'CEE 224S', 'CEE 252', 'CEE 280', 'CEE 374B']"
Fred Shultz,fredshultz@stanford.edu,2020,male,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 161', 'CS 341', 'CS 428', 'CS 476A', 'CS 499', 'CS 107']"
Matthew Lawrence,matthewlawrence@stanford.edu,2019,male,White,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 140E', 'CS 161', 'CS 315A', 'CS 106B', 'CS 107']"
Mary Kilgo,marykilgo@stanford.edu,2020,female,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 199', 'CS 340', 'CS 390U', 'CS 106B']"
Robert Hoffman,roberthoffman@stanford.edu,2018,male,White,Bioengineering,"['BIOE 210', 'BIOE 221G', 'BIOE 291', 'BIOE 313', 'BIOE 355', 'BIOE 391', 'BIOE 484', 'BIOE 802']"
Colleen Torres,colleentorres@stanford.edu,2018,female,Asian,Computer Science,"['CS 103', 'CS 106A', 'CS 148', 'CS 161', 'CS 269O', 'CS 424M', 'CS 106B', 'CS 107']"
Latoya Lupton,latoyalupton@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS 101', 'CS 103', 'CS 106A', 'CS 161', 'CS 273B', 'CS 294A', 'CS 106B', 'CS 107']"
Ann Payne,annpayne@stanford.edu,2020,female,Black or African American,Aeronautics and Astronautics,"['AA 201A', 'AA 201B', 'AA 203', 'AA 229', 'AA 242B', 'AA 273', 'AA 297', 'AA 301']"
Troy Summers,troysummers@stanford.edu,2021,male,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 157', 'CS 244B', 'CS 250', 'CS 332', 'CS 476A', 'CS 107']"
Elsie Bally,elsiebally@stanford.edu,2021,female,American Indian or Alaskan Native,Management Science and Engineering,"['MS&E 213', 'MS&E 243', 'MS&E 284', 'MS&E 302', 'MS&E 310', 'MS&E 313', 'MS&E 335', 'MS&E 380']"
Juan Reed,juanreed@stanford.edu,2019,male,Native Hawaiian or Pacific Islander,Electrical Engineering,"['EE 109', 'EE 180', 'EE 191', 'EE 21N', 'EE 225', 'EE 236AL', 'EE 378A', 'EE 802']"
Audrey Lott,audreylott@stanford.edu,2019,female,Black or African American,Chemical Engineering,"['CHEMENG 162', 'CHEMENG 180', 'CHEMENG 183', 'CHEMENG 242', 'CHEMENG 296', 'CHEMENG 355', 'CHEMENG 35N', 'CHEMENG 464']"
Melinda Shockley,melindashockley@stanford.edu,2018,female,Asian,Civil and Environmental Engineering,"['CEE 151', 'CEE 196', 'CEE 222B', 'CEE 248', 'CEE 266C', 'CEE 285A', 'CEE 289', 'CEE 324']"
Gary Nelson,garynelson@stanford.edu,2019,male,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 254', 'CS 42', 'CS 106B', 'CS 107']"
Christopher Olsen,christopherolsen@stanford.edu,2019,male,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 106A', 'CS 109', 'CS 161', 'CS 243', 'CS 499', 'CS 53SI']"
Louis Inabinet,louisinabinet@stanford.edu,2021,male,Black or African American,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 233', 'CS 274', 'CS 106B', 'CS 107']"
Linda Powell,lindapowell@stanford.edu,2019,female,Asian,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 193C', 'CS 204', 'CS 242', 'CS 298', 'CS 106B']"
Victor Martin,victormartin@stanford.edu,2018,male,Black or African American,Chemical Engineering,"['CHEMENG 185A', 'CHEMENG 25B', 'CHEMENG 345', 'CHEMENG 444', 'CHEMENG 454', 'CHEMENG 518', 'CHEMENG 523', 'CHEMENG 80Q']"
Renda Fix,rendafix@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Chemical Engineering,"['CHEMENG 100', 'CHEMENG 12SC', 'CHEMENG 281', 'CHEMENG 310', 'CHEMENG 340', 'CHEMENG 432', 'CHEMENG 517', 'CHEMENG 600']"
Ora Keatts,orakeatts@stanford.edu,2020,female,Other,Electrical Engineering,"['EE 225', 'EE 310', 'EE 314B', 'EE 334', 'EE 364A', 'EE 376D', 'EE 392E', 'EE 802']"
Tom Tara,tomtara@stanford.edu,2019,male,Asian,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 170', 'CS 349', 'CS 106B', 'CS 107']"
Angelica Gonzales,angelicagonzales@stanford.edu,2021,female,Asian,Bioengineering,"['BIOE 212', 'BIOE 227', 'BIOE 273', 'BIOE 311', 'BIOE 313', 'BIOE 375B', 'BIOE 484', 'BIOE 80']"
Lori Brown,loribrown@stanford.edu,2021,female,Native Hawaiian or Pacific Islander,Electrical Engineering,"['EE 190', 'EE 290B', 'EE 316', 'EE 349', 'EE 369A', 'EE 372', 'EE 376A', 'EE 65']"
Frances Hoffman,franceshoffman@stanford.edu,2020,female,White,Mechanical Engineering,"['ME 105', 'ME 10N', 'ME 17', 'ME 201', 'ME 216B', 'ME 359A', 'ME 368A', 'ME 457']"
Joe Calvert,joecalvert@stanford.edu,2018,male,Black or African American,Materials Science and Engineering,"['MATSCI 10SC', 'MATSCI 163', 'MATSCI 165', 'MATSCI 190', 'MATSCI 200', 'MATSCI 210', 'MATSCI 323', 'MATSCI 84N']"
Wallace Heredia,wallaceheredia@stanford.edu,2020,male,Black or African American,Computer Science,"['CS 103', 'CS 106A', 'CS 196', 'CS 221', 'CS 390V', 'CS 399', 'CS 499', 'CS 107']"
Robert Brant,robertbrant@stanford.edu,2019,male,Other,Civil and Environmental Engineering,"['CEE 224Y', 'CEE 276', 'CEE 277D', 'CEE 328A', 'CEE 32W', 'CEE 370A', 'CEE 374B', 'CEE 374X']"
Terry Wyman,terrywyman@stanford.edu,2020,female,Other,Management Science and Engineering,"['MS&E 235', 'MS&E 241', 'MS&E 246', 'MS&E 272', 'MS&E 297', 'MS&E 312', 'MS&E 372', 'MS&E 92Q']"
Gloria Mcdaniel,gloriamcdaniel@stanford.edu,2018,female,White,Mechanical Engineering,"['ME 104B', 'ME 229', 'ME 335B', 'ME 375C', 'ME 410C', 'ME 451B', 'ME 470', 'ME 802']"
Patricia Rivera,patriciarivera@stanford.edu,2018,female,Black or African American,Electrical Engineering,"['EE 133', 'EE 153', 'EE 228', 'EE 242', 'EE 243', 'EE 369B', 'EE 369C', 'EE 388']"
Mary Green,marygreen@stanford.edu,2020,female,Asian,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 166', 'CS 295', 'CS 106B', 'CS 107']"
Kathleen Giles,kathleengiles@stanford.edu,2019,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 332', 'CS 95SI', 'CS 106B', 'CS 107']"
Wilbert Lawson,wilbertlawson@stanford.edu,2018,male,Black or African American,Aeronautics and Astronautics,"['AA 121Q', 'AA 190', 'AA 214A', 'AA 240A', 'AA 271A', 'AA 272D', 'AA 47SI', 'AA 801']"
Betty Limmel,bettylimmel@stanford.edu,2021,female,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 140E', 'CS 183F', 'CS 191', 'CS 241', 'CS 428', 'CS 107']"
