Name,Email,Year,Gender,Ethnicity,Major,Courses
Thomas Anderson,thomasanderson@stanford.edu,2021,male,Native Hawaiian or Pacific Islander,Chemical Engineering,"['CHEMENG10', 'CHEMENG185A', 'CHEMENG355', 'CHEMENG462', 'CHEMENG500', 'CHEMENG501', 'CHEMENG505', 'CHEMENG507']"
Alice Garcia,alicegarcia@stanford.edu,2020,female,Black or African American,Aeronautics and Astronautics,"['AA115N', 'AA116Q', 'AA206', 'AA236A', 'AA257', 'AA273', 'AA279D', 'AA295']"
Aaron Jewell,aaronjewell@stanford.edu,2019,male,Other,Computer Science,"['CS103', 'CS106A', 'CS161', 'CS261', 'CS264', 'CS377D', 'CS476B', 'CS802']"
Ella Liddle,ellaliddle@stanford.edu,2020,female,Other,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS106E', 'CS109', 'CS161', 'CS224W', 'CS371']"
Jason Watson,jasonwatson@stanford.edu,2018,male,White,Computer Science,"['CS101', 'CS103', 'CS106A', 'CS106B', 'CS106B', 'CS210A', 'CS229', 'CS399P']"
Peter Phillips,peterphillips@stanford.edu,2021,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS103', 'CS106A', 'CS106AJ', 'CS109', 'CS143', 'CS161', 'CS1U', 'CS225A']"
Danielle West,daniellewest@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Bioengineering,"['BIOE158', 'BIOE227', 'BIOE283', 'BIOE291', 'BIOE300A', 'BIOE335', 'BIOE450', 'BIOE484']"
Edythe Williams,edythewilliams@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS109', 'CS161', 'CS390R', 'CS56N']"
Shane Austin,shaneaustin@stanford.edu,2018,male,Other,Aeronautics and Astronautics,"['AA115N', 'AA120Q', 'AA208', 'AA210A', 'AA236A', 'AA244B', 'AA272C', 'AA294']"
Nancy Phillips,nancyphillips@stanford.edu,2021,female,Black or African American,Electrical Engineering,"['EE191A', 'EE243', 'EE256', 'EE310', 'EE347', 'EE356A', 'EE386', 'EE388']"
Diane Robinson,dianerobinson@stanford.edu,2019,female,Black or African American,Materials Science and Engineering,"['MATSCI143', 'MATSCI144', 'MATSCI158', 'MATSCI161', 'MATSCI204', 'MATSCI241', 'MATSCI311', 'MATSCI382']"
Jose Rosser,joserosser@stanford.edu,2019,male,Other,Chemical Engineering,"['CHEMENG25B', 'CHEMENG262', 'CHEMENG300', 'CHEMENG442', 'CHEMENG462', 'CHEMENG469', 'CHEMENG517', 'CHEMENG60Q']"
Angella Fillinger,angellafillinger@stanford.edu,2021,female,Other,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS109', 'CS161', 'CS247L', 'CS248']"
Cleo Tran,cleotran@stanford.edu,2020,female,Asian,Computer Science,"['CS103', 'CS106A', 'CS109', 'CS161', 'CS225A', 'CS269I', 'CS295', 'CS402L']"
Steven Meyer,stevenmeyer@stanford.edu,2018,male,Black or African American,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS161', 'CS225A', 'CS243', 'CS9']"
Sharon Butler,sharonbutler@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Materials Science and Engineering,"['MATSCI143', 'MATSCI151', 'MATSCI165', 'MATSCI205', 'MATSCI251', 'MATSCI301', 'MATSCI303', 'MATSCI380']"
Daniel Larson,daniellarson@stanford.edu,2021,male,Black or African American,Chemical Engineering,"['CHEMENG120A', 'CHEMENG180', 'CHEMENG296', 'CHEMENG300', 'CHEMENG320', 'CHEMENG399', 'CHEMENG482', 'CHEMENG500']"
Lena Kelly,lenakelly@stanford.edu,2020,female,Black or African American,Computer Science,"['CS103', 'CS106A', 'CS107', 'CS140', 'CS191W', 'CS208E', 'CS254', 'CS377U']"
Tara Poque,tarapoque@stanford.edu,2021,female,American Indian or Alaskan Native,Civil and Environmental Engineering,"['CEE124Z', 'CEE17SC', 'CEE239', 'CEE262I', 'CEE273D', 'CEE285B', 'CEE287', 'CEE300']"
Mary White,marywhite@stanford.edu,2020,female,Other,Aeronautics and Astronautics,"['AA141', 'AA203', 'AA210B', 'AA215A', 'AA215B', 'AA257', 'AA283', 'AA284C']"
Monica Do,monicado@stanford.edu,2018,female,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS109', 'CS109', 'CS232', 'CS581']"
Gina Lema,ginalema@stanford.edu,2021,female,Asian,Computer Science,"['CS102', 'CS103', 'CS106A', 'CS106AP', 'CS106B', 'CS275', 'CS402L', 'CS45N']"
Christine Taylor,christinetaylor@stanford.edu,2021,female,Black or African American,Civil and Environmental Engineering,"['CEE131B', 'CEE131D', 'CEE196', 'CEE266C', 'CEE292', 'CEE32A', 'CEE374M', 'CEE374S']"
Michael Montgomery,michaelmontgomery@stanford.edu,2018,male,Other,Aeronautics and Astronautics,"['AA119N', 'AA210B', 'AA214B', 'AA251', 'AA279C', 'AA294', 'AA297', 'AA300']"
Tammy Oehler,tammyoehler@stanford.edu,2018,female,Asian,Materials Science and Engineering,"['MATSCI144', 'MATSCI160', 'MATSCI171', 'MATSCI195', 'MATSCI197', 'MATSCI204', 'MATSCI300', 'MATSCI323']"
Nicole Steele,nicolesteele@stanford.edu,2019,female,Other,Management Science and Engineering,"['MS&E111X', 'MS&E149', 'MS&E183', 'MS&E231', 'MS&E234', 'MS&E265', 'MS&E277', 'MS&E390']"
Jay Josefy,jayjosefy@stanford.edu,2018,male,Native Hawaiian or Pacific Islander,Bioengineering,"['BIOE219', 'BIOE227', 'BIOE231', 'BIOE242', 'BIOE291', 'BIOE300C', 'BIOE375A', 'BIOE802']"
Noelle Hong,noellehong@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Aeronautics and Astronautics,"['AA100', 'AA242A', 'AA244A', 'AA279A', 'AA279D', 'AA290', 'AA294', 'AA297']"
William Hatcher,williamhatcher@stanford.edu,2019,male,Other,Computer Science,"['CS103', 'CS106A', 'CS106AJ', 'CS109', 'CS227B', 'CS244C', 'CS349D', 'CS476A']"
Sue Tamburri,suetamburri@stanford.edu,2018,female,Black or African American,Aeronautics and Astronautics,"['AA201A', 'AA210B', 'AA244B', 'AA279A', 'AA290', 'AA297', 'AA47SI', 'AA801']"
Dominique Hooker,dominiquehooker@stanford.edu,2020,male,Native Hawaiian or Pacific Islander,Management Science and Engineering,"['MS&E125', 'MS&E201', 'MS&E284', 'MS&E324', 'MS&E372', 'MS&E384', 'MS&E450', 'MS&E487']"
Rose Maclennan,rosemaclennan@stanford.edu,2021,female,Other,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS225B', 'CS247L', 'CS275B', 'CS499P']"
Ernesto Buza,ernestobuza@stanford.edu,2020,male,Black or African American,Computer Science,"['CS103', 'CS106A', 'CS107', 'CS109', 'CS144', 'CS240', 'CS352', 'CS95SI']"
Barbara Taber,barbarataber@stanford.edu,2019,female,American Indian or Alaskan Native,Bioengineering,"['BIOE115', 'BIOE221', 'BIOE282', 'BIOE284B', 'BIOE300A', 'BIOE301A', 'BIOE374A', 'BIOE459']"
Eric Harris,ericharris@stanford.edu,2021,male,Other,Bioengineering,"['BIOE141A', 'BIOE212', 'BIOE214', 'BIOE224', 'BIOE291', 'BIOE32Q', 'BIOE342A', 'BIOE372']"
Gary Harrell,garyharrell@stanford.edu,2020,male,Other,Bioengineering,"['BIOE141A', 'BIOE236', 'BIOE238', 'BIOE244', 'BIOE248', 'BIOE273', 'BIOE361', 'BIOE70Q']"
Mildred Martinez,mildredmartinez@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Materials Science and Engineering,"['MATSCI156', 'MATSCI197', 'MATSCI230', 'MATSCI320', 'MATSCI346', 'MATSCI347', 'MATSCI359', 'MATSCI381']"
David Gautam,davidgautam@stanford.edu,2020,male,White,Computer Science,"['CS103', 'CS106A', 'CS107', 'CS109', 'CS234', 'CS238', 'CS244C', 'CS468']"
Forrest Lugo,forrestlugo@stanford.edu,2019,male,Native Hawaiian or Pacific Islander,Materials Science and Engineering,"['MATSCI144', 'MATSCI145', 'MATSCI159Q', 'MATSCI161', 'MATSCI174', 'MATSCI198', 'MATSCI300', 'MATSCI358']"
Teresa See,teresasee@stanford.edu,2020,female,Black or African American,Computer Science,"['CS103', 'CS103', 'CS106A', 'CS109', 'CS140', 'CS140E', 'CS257', 'CS276']"
Brandon Englert,brandonenglert@stanford.edu,2021,male,White,Management Science and Engineering,"['MS&E120', 'MS&E147', 'MS&E148', 'MS&E208C', 'MS&E212', 'MS&E243', 'MS&E293', 'MS&E384']"
Scotty Sheffield,scottysheffield@stanford.edu,2021,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS154', 'CS161', 'CS221', 'CS390U', 'CS62N']"
William Cooper,williamcooper@stanford.edu,2020,male,Native Hawaiian or Pacific Islander,Electrical Engineering,"['EE285', 'EE292E', 'EE293A', 'EE308', 'EE310', 'EE336', 'EE384C', 'EE390']"
Peter Mccauley,petermccauley@stanford.edu,2019,male,Asian,Bioengineering,"['BIOE221', 'BIOE224', 'BIOE300A', 'BIOE326A', 'BIOE371', 'BIOE376', 'BIOE459', 'BIOE80']"
Francisco Mckinley,franciscomckinley@stanford.edu,2018,male,White,Aeronautics and Astronautics,"['AA118N', 'AA201A', 'AA229', 'AA244A', 'AA273', 'AA284B', 'AA300', 'AA47SI']"
Judy Clinton,judyclinton@stanford.edu,2019,female,Black or African American,Bioengineering,"['BIOE229', 'BIOE355', 'BIOE372', 'BIOE381', 'BIOE390', 'BIOE391', 'BIOE42', 'BIOE51']"
Daniel Apilado,danielapilado@stanford.edu,2019,male,Other,Chemical Engineering,"['CHEMENG110', 'CHEMENG142', 'CHEMENG150', 'CHEMENG25E', 'CHEMENG410', 'CHEMENG516', 'CHEMENG517', 'CHEMENG519']"
Margaret Christian,margaretchristian@stanford.edu,2021,female,Asian,Bioengineering,"['BIOE103B', 'BIOE220', 'BIOE236', 'BIOE248', 'BIOE284B', 'BIOE301B', 'BIOE376', 'BIOE802']"
Norma Keller,normakeller@stanford.edu,2018,female,Other,Materials Science and Engineering,"['MATSCI10SC', 'MATSCI172', 'MATSCI175', 'MATSCI193', 'MATSCI209', 'MATSCI301', 'MATSCI347', 'MATSCI358']"
Herman Zulauf,hermanzulauf@stanford.edu,2018,male,Asian,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS193A', 'CS247L', 'CS298', 'CS349', 'CS390W']"
Frances Parker,francesparker@stanford.edu,2020,female,Asian,Materials Science and Engineering,"['MATSCI164', 'MATSCI175', 'MATSCI196', 'MATSCI199', 'MATSCI202', 'MATSCI207', 'MATSCI322', 'MATSCI381']"
April Sterlace,aprilsterlace@stanford.edu,2019,female,American Indian or Alaskan Native,Aeronautics and Astronautics,"['AA201A', 'AA210A', 'AA214B', 'AA218', 'AA241B', 'AA277', 'AA283', 'AA802']"
William Franklin,williamfranklin@stanford.edu,2021,male,Black or African American,Civil and Environmental Engineering,"['CEE10B', 'CEE1A', 'CEE283', 'CEE290', 'CEE299L', 'CEE32F', 'CEE370B', 'CEE801']"
Salvatore Cote,salvatorecote@stanford.edu,2018,male,Other,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS274', 'CS315A', 'CS390D', 'CS390P', 'CS476A']"
Annie Downey,anniedowney@stanford.edu,2021,female,American Indian or Alaskan Native,Aeronautics and Astronautics,"['AA120Q', 'AA236A', 'AA240A', 'AA241X', 'AA251', 'AA277', 'AA284A', 'AA290']"
Abraham Chenoweth,abrahamchenoweth@stanford.edu,2020,male,American Indian or Alaskan Native,Management Science and Engineering,"['MS&E111', 'MS&E208B', 'MS&E208C', 'MS&E220', 'MS&E243', 'MS&E250B', 'MS&E256', 'MS&E408']"
Nancy Wilcox,nancywilcox@stanford.edu,2021,female,Asian,Mechanical Engineering,"['ME170B', 'ME224', 'ME353', 'ME370A', 'ME370B', 'ME421', 'ME491', 'ME500']"
Darrell Perkins,darrellperkins@stanford.edu,2020,male,Black or African American,Mechanical Engineering,"['ME18Q', 'ME199A', 'ME21', 'ME340', 'ME342', 'ME375A', 'ME451A', 'ME70']"
Eddie Thorne,eddiethorne@stanford.edu,2021,male,Black or African American,Chemical Engineering,"['CHEMENG142', 'CHEMENG185B', 'CHEMENG190', 'CHEMENG262', 'CHEMENG35N', 'CHEMENG442', 'CHEMENG456', 'CHEMENG80Q']"
Beatrice Wooley,beatricewooley@stanford.edu,2018,female,Asian,Chemical Engineering,"['CHEMENG181', 'CHEMENG20', 'CHEMENG320', 'CHEMENG345', 'CHEMENG444', 'CHEMENG469', 'CHEMENG484', 'CHEMENG70Q']"
James Davis,jamesdavis@stanford.edu,2019,male,Native Hawaiian or Pacific Islander,Chemical Engineering,"['CHEMENG120A', 'CHEMENG274', 'CHEMENG300', 'CHEMENG310', 'CHEMENG464', 'CHEMENG503', 'CHEMENG699', 'CHEMENG70Q']"
Raymond Greene,raymondgreene@stanford.edu,2018,male,American Indian or Alaskan Native,Chemical Engineering,"['CHEMENG130', 'CHEMENG150', 'CHEMENG160', 'CHEMENG25B', 'CHEMENG469', 'CHEMENG514', 'CHEMENG522', 'CHEMENG801']"
Mark Parrales,markparrales@stanford.edu,2018,male,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS124', 'CS194', 'CS340', 'CS375']"
Audrey Brownell,audreybrownell@stanford.edu,2021,female,Asian,Chemical Engineering,"['CHEMENG12SC', 'CHEMENG140', 'CHEMENG185B', 'CHEMENG25E', 'CHEMENG444', 'CHEMENG510', 'CHEMENG801', 'CHEMENG80Q']"
Barbara Bank,barbarabank@stanford.edu,2021,female,American Indian or Alaskan Native,Aeronautics and Astronautics,"['AA115N', 'AA120Q', 'AA206', 'AA228', 'AA236A', 'AA236C', 'AA241X', 'AA283']"
Carly Menear,carlymenear@stanford.edu,2018,female,Asian,Computer Science,"['CS103', 'CS106A', 'CS107', 'CS109', 'CS161', 'CS243', 'CS390V', 'CS51']"
Foster Rzeczycki,fosterrzeczycki@stanford.edu,2021,male,Native Hawaiian or Pacific Islander,Electrical Engineering,"['EE292G', 'EE356A', 'EE367', 'EE376B', 'EE46', 'EE469B', 'EE60N', 'EE801']"
Mandy Gardner,mandygardner@stanford.edu,2020,female,Asian,Materials Science and Engineering,"['MATSCI152', 'MATSCI192', 'MATSCI193', 'MATSCI206', 'MATSCI300', 'MATSCI346', 'MATSCI400', 'MATSCI83N']"
Linwood Salisbury,linwoodsalisbury@stanford.edu,2018,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS110', 'CS161', 'CS198B', 'CS247', 'CS390Q']"
Jerry Salgado,jerrysalgado@stanford.edu,2019,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS103', 'CS106A', 'CS107', 'CS109', 'CS246H', 'CS247L', 'CS295', 'CS349']"
Thomas Browne,thomasbrowne@stanford.edu,2018,male,White,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS106S', 'CS109', 'CS191', 'CS390Q', 'CS448']"
James Williams,jameswilliams@stanford.edu,2020,male,Other,Management Science and Engineering,"['MS&E185', 'MS&E263', 'MS&E299', 'MS&E301', 'MS&E316', 'MS&E348', 'MS&E493', 'MS&E92Q']"
Erica Voskamp,ericavoskamp@stanford.edu,2019,female,American Indian or Alaskan Native,Mechanical Engineering,"['ME1', 'ME104', 'ME240', 'ME241', 'ME261', 'ME330', 'ME337', 'ME341X']"
George Vanhoose,georgevanhoose@stanford.edu,2021,male,American Indian or Alaskan Native,Electrical Engineering,"['EE178', 'EE214B', 'EE216', 'EE243', 'EE290E', 'EE323', 'EE391', 'EE392I']"
Mackenzie Luczak,mackenzieluczak@stanford.edu,2021,female,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS109', 'CS221', 'CS348B', 'CS56N']"
Ileana Lynn,ileanalynn@stanford.edu,2018,female,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS161', 'CS22A', 'CS345S', 'CS9']"
Elizabeth Landis,elizabethlandis@stanford.edu,2021,female,Other,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS109', 'CS161', 'CS359', 'CS62N']"
Justin Fecteau,justinfecteau@stanford.edu,2020,male,White,Management Science and Engineering,"['MS&E120', 'MS&E183', 'MS&E252', 'MS&E270', 'MS&E280', 'MS&E353', 'MS&E449', 'MS&E475A']"
Justin Mcmakin,justinmcmakin@stanford.edu,2018,male,American Indian or Alaskan Native,Mechanical Engineering,"['ME1', 'ME115B', 'ME125', 'ME181', 'ME207', 'ME240', 'ME271E', 'ME302C']"
Abraham Langham,abrahamlangham@stanford.edu,2019,male,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS369H', 'CS390A', 'CS571', 'CS83']"
Mary Yancey,maryyancey@stanford.edu,2020,female,White,Computer Science,"['CS103', 'CS106A', 'CS107', 'CS109', 'CS208E', 'CS315A', 'CS390U', 'CS54N']"
Phillip Martin,phillipmartin@stanford.edu,2018,male,Asian,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS143', 'CS233', 'CS269I', 'CS298', 'CS333']"
Barbara Seligman,barbaraseligman@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS161', 'CS161', 'CS224N', 'CS231A', 'CS279']"
Leonard Lopez,leonardlopez@stanford.edu,2018,male,Black or African American,Aeronautics and Astronautics,"['AA116Q', 'AA203', 'AA236B', 'AA242A', 'AA257', 'AA279C', 'AA283', 'AA290']"
Anderson Edwards,andersonedwards@stanford.edu,2019,male,White,Civil and Environmental Engineering,"['CEE101B', 'CEE10A', 'CEE120A', 'CEE162E', 'CEE199H', 'CEE260C', 'CEE294', 'CEE363C']"
Larry Walraven,larrywalraven@stanford.edu,2020,male,Native Hawaiian or Pacific Islander,Management Science and Engineering,"['MS&E125', 'MS&E185', 'MS&E221', 'MS&E263', 'MS&E297', 'MS&E387', 'MS&E489', 'MS&E494']"
Mary Smith,marysmith@stanford.edu,2020,female,Asian,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS193P', 'CS196', 'CS234', 'CS265']"
Rosalinda Gregory,rosalindagregory@stanford.edu,2021,female,Native Hawaiian or Pacific Islander,Aeronautics and Astronautics,"['AA116Q', 'AA201A', 'AA208', 'AA236C', 'AA241A', 'AA250', 'AA284C', 'AA802']"
Blake Pullen,blakepullen@stanford.edu,2019,female,Other,Aeronautics and Astronautics,"['AA115N', 'AA214A', 'AA240B', 'AA241A', 'AA244B', 'AA277', 'AA279B', 'AA284A']"
John Restrepo,johnrestrepo@stanford.edu,2019,male,Black or African American,Chemical Engineering,"['CHEMENG142', 'CHEMENG283', 'CHEMENG451', 'CHEMENG484', 'CHEMENG505', 'CHEMENG513', 'CHEMENG521', 'CHEMENG80Q']"
Wanda Robertson,wandarobertson@stanford.edu,2020,female,Other,Aeronautics and Astronautics,"['AA201B', 'AA208', 'AA236B', 'AA240A', 'AA241A', 'AA244B', 'AA248E', 'AA295']"
Charles Tetzloff,charlestetzloff@stanford.edu,2018,male,Asian,Management Science and Engineering,"['MS&E245B', 'MS&E256', 'MS&E280', 'MS&E293', 'MS&E312', 'MS&E380', 'MS&E408', 'MS&E446A']"
Marianne Foret,marianneforet@stanford.edu,2018,female,Asian,Electrical Engineering,"['EE236A', 'EE253', 'EE292E', 'EE332', 'EE367', 'EE382C', 'EE384A', 'EE390']"
Ebony Gonzalez,ebonygonzalez@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Bioengineering,"['BIOE103B', 'BIOE225', 'BIOE273', 'BIOE301C', 'BIOE32Q', 'BIOE335', 'BIOE374A', 'BIOE42']"
Carmela Macdonald,carmelamacdonald@stanford.edu,2019,female,Other,Management Science and Engineering,"['MS&E108', 'MS&E112', 'MS&E201', 'MS&E260', 'MS&E284', 'MS&E326', 'MS&E347', 'MS&E374']"
Daniel Singleton,danielsingleton@stanford.edu,2020,male,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS190', 'CS199P', 'CS273A', 'CS333', 'CS348C', 'CS53SI']"
Deborah Tinney,deborahtinney@stanford.edu,2018,female,Other,Management Science and Engineering,"['MS&E145', 'MS&E190', 'MS&E250B', 'MS&E254', 'MS&E311', 'MS&E349', 'MS&E446A', 'MS&E493']"
Pete Wilson,petewilson@stanford.edu,2019,male,Asian,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS161', 'CS193X', 'CS199', 'CS390C', 'CS448']"
Benjamin Ritter,benjaminritter@stanford.edu,2019,male,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS107', 'CS161', 'CS242', 'CS263', 'CS323', 'CS349D']"
Carolyn Ewing,carolynewing@stanford.edu,2020,female,Other,Management Science and Engineering,"['MS&E185', 'MS&E190', 'MS&E272', 'MS&E300', 'MS&E325', 'MS&E374', 'MS&E379', 'MS&E391']"
Kelly Love,kellylove@stanford.edu,2019,female,Black or African American,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS193X', 'CS231N', 'CS315B', 'CS341']"
Dennis Hatton,dennishatton@stanford.edu,2020,male,Asian,Chemical Engineering,"['CHEMENG12SC', 'CHEMENG242', 'CHEMENG320', 'CHEMENG510', 'CHEMENG519', 'CHEMENG520', 'CHEMENG80Q', 'CHEMENG90Q']"
Leonor Murphy,leonormurphy@stanford.edu,2018,female,Black or African American,Computer Science,"['CS103', 'CS106A', 'CS109', 'CS148', 'CS229', 'CS294A', 'CS345S', 'CS348C']"
Jason Flach,jasonflach@stanford.edu,2021,male,Other,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS109', 'CS144', 'CS161', 'CS276']"
Cindy Olson,cindyolson@stanford.edu,2018,female,Asian,Electrical Engineering,"['EE101A', 'EE134', 'EE21N', 'EE22N', 'EE316', 'EE336', 'EE376A', 'EE378B']"
James Gillon,jamesgillon@stanford.edu,2020,male,Other,Computer Science,"['CS103', 'CS106A', 'CS109', 'CS154', 'CS229T', 'CS230', 'CS323', 'CS82']"
Matthew Miller,matthewmiller@stanford.edu,2018,male,Black or African American,Materials Science and Engineering,"['MATSCI142', 'MATSCI165', 'MATSCI171', 'MATSCI174', 'MATSCI194', 'MATSCI197', 'MATSCI359', 'MATSCI83N']"
Gail Smith,gailsmith@stanford.edu,2019,female,Asian,Management Science and Engineering,"['MS&E112', 'MS&E184', 'MS&E208E', 'MS&E226', 'MS&E244', 'MS&E284', 'MS&E311', 'MS&E371']"
Barbara Simpson,barbarasimpson@stanford.edu,2021,female,Native Hawaiian or Pacific Islander,Aeronautics and Astronautics,"['AA118N', 'AA206', 'AA244A', 'AA271A', 'AA272D', 'AA279B', 'AA284B', 'AA294']"
Catherine Mcgowan,catherinemcgowan@stanford.edu,2021,female,Black or African American,Electrical Engineering,"['EE101B', 'EE114', 'EE118', 'EE17N', 'EE234', 'EE235', 'EE384E', 'EE802']"
Elijah Brown,elijahbrown@stanford.edu,2019,male,White,Materials Science and Engineering,"['MATSCI142', 'MATSCI171', 'MATSCI205', 'MATSCI210', 'MATSCI251', 'MATSCI399', 'MATSCI81N', 'MATSCI84N']"
Susan Wright,susanwright@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Mechanical Engineering,"['ME170A', 'ME216B', 'ME284B', 'ME322', 'ME341', 'ME358', 'ME414', 'ME500']"
Jackie Seals,jackieseals@stanford.edu,2021,female,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS110', 'CS194H', 'CS210A', 'CS326A', 'CS390R', 'CS581']"
Allison Mutchler,allisonmutchler@stanford.edu,2020,female,Asian,Materials Science and Engineering,"['MATSCI152', 'MATSCI192', 'MATSCI196', 'MATSCI203', 'MATSCI300', 'MATSCI323', 'MATSCI331', 'MATSCI358']"
Daisy Metcalf,daisymetcalf@stanford.edu,2020,female,American Indian or Alaskan Native,Chemical Engineering,"['CHEMENG185A', 'CHEMENG190H', 'CHEMENG296', 'CHEMENG300', 'CHEMENG355', 'CHEMENG410', 'CHEMENG462', 'CHEMENG464']"
Louise Smith,louisesmith@stanford.edu,2020,female,American Indian or Alaskan Native,Materials Science and Engineering,"['MATSCI152', 'MATSCI162', 'MATSCI172', 'MATSCI190', 'MATSCI299', 'MATSCI316', 'MATSCI381', 'MATSCI82N']"
Pearl Cook,pearlcook@stanford.edu,2019,female,White,Materials Science and Engineering,"['MATSCI145', 'MATSCI192', 'MATSCI199', 'MATSCI209', 'MATSCI256', 'MATSCI346', 'MATSCI380', 'MATSCI82N']"
Lisa Rivers,lisarivers@stanford.edu,2021,female,American Indian or Alaskan Native,Computer Science,"['CS102', 'CS103', 'CS106A', 'CS106B', 'CS109', 'CS224S', 'CS225A', 'CS319']"
Charles Crawford,charlescrawford@stanford.edu,2019,male,Native Hawaiian or Pacific Islander,Mechanical Engineering,"['ME190', 'ME211', 'ME225', 'ME22N', 'ME242B', 'ME378', 'ME491', 'ME801']"
Melvin Kinchen,melvinkinchen@stanford.edu,2018,male,Asian,Mechanical Engineering,"['ME124', 'ME211', 'ME235', 'ME300B', 'ME301', 'ME346B', 'ME351B', 'ME457']"
Mary Gorney,marygorney@stanford.edu,2020,female,Asian,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS109', 'CS161', 'CS173', 'CS315A']"
Angela Goodson,angelagoodson@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Mechanical Engineering,"['ME1', 'ME112', 'ME208', 'ME226', 'ME243', 'ME25N', 'ME485', 'ME66SI']"
Julie Chitwood,juliechitwood@stanford.edu,2020,female,Asian,Aeronautics and Astronautics,"['AA208', 'AA214A', 'AA214C', 'AA240B', 'AA244A', 'AA284B', 'AA284C', 'AA801']"
Jonathan Kwong,jonathankwong@stanford.edu,2020,male,Asian,Mechanical Engineering,"['ME141', 'ME161', 'ME224', 'ME353', 'ME359', 'ME376C', 'ME400', 'ME469B']"
Floyd Sharpe,floydsharpe@stanford.edu,2019,male,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS168', 'CS183F', 'CS269G', 'CS373', 'CS544']"
Candy Rosario,candyrosario@stanford.edu,2019,female,Other,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS161', 'CS205A', 'CS309A', 'CS468']"
Melissa Wynne,melissawynne@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Electrical Engineering,"['EE253', 'EE262', 'EE293A', 'EE312', 'EE355', 'EE369C', 'EE376A', 'EE392E']"
Cleo Birkeland,cleobirkeland@stanford.edu,2021,female,Black or African American,Bioengineering,"['BIOE140', 'BIOE214', 'BIOE242', 'BIOE282', 'BIOE301A', 'BIOE311', 'BIOE313', 'BIOE331']"
Murray Davis,murraydavis@stanford.edu,2019,male,Native Hawaiian or Pacific Islander,Aeronautics and Astronautics,"['AA100', 'AA119N', 'AA120Q', 'AA122N', 'AA240A', 'AA241B', 'AA272C', 'AA284C']"
Loraine Workman,loraineworkman@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS106E', 'CS109', 'CS193X', 'CS194', 'CS250']"
Ericka Teal,erickateal@stanford.edu,2020,female,Asian,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS109', 'CS148', 'CS377E', 'CS49N']"
Robert Rodriguez,robertrodriguez@stanford.edu,2020,male,White,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS161', 'CS255', 'CS328', 'CS9']"
